segment,segment_start,segment_end,asset_target,task,model,n_test,direction_accuracy,balanced_direction_accuracy,MAE,RMSE,interval_90pct_coverage,interval_90pct_avg_width,interval_90pct_median_width,interval_90pct_avg_half_width,interval_width_to_mae
2022_2026,2022-01-01,2026-12-31,SPY_ret,regression,shock_main,34,0.4705882352941176,0.4705882352941176,0.0140190982203237,0.0192415144529522,0.8235294117647058,0.0651970635515662,0.0724810900366723,0.0325985317757831,4.6505889699131115
2022_2026,2022-01-01,2026-12-31,SPY_ret,regression,shock_interactions,34,0.5294117647058824,0.5294117647058824,0.0119001523274564,0.0163194404451505,0.8235294117647058,0.0536000345807555,0.0540982100725563,0.0268000172903777,4.504146930715145
2022_2026,2022-01-01,2026-12-31,SPY_ret,regression,rag_memory,34,0.5294117647058824,0.5294117647058824,0.0116978849019868,0.015983777967252,0.8235294117647058,0.0482885785793799,0.0497322542377883,0.0241442892896899,4.127975183888014
2022_2026,2022-01-01,2026-12-31,SPY_ret,regression,shock_rag,34,0.6176470588235294,0.6176470588235294,0.0106361748317357,0.0144101102859077,0.8235294117647058,0.0471493944163156,0.0488339255875579,0.0235746972081578,4.432927735978306
2022_2026,2022-01-01,2026-12-31,SPY_ret,regression,case_model,34,0.4117647058823529,0.4117647058823529,0.0113868961758002,0.0147359770611773,0.9411764705882352,0.0565613249778254,0.0563302226557227,0.0282806624889127,4.967229357727117
2022_2026,2022-01-01,2026-12-31,SPY_ret,regression,fusion,34,0.5882352941176471,0.5882352941176471,0.0095510741267706,0.0131572666153825,0.8823529411764706,0.0467637263197485,0.0470037616883119,0.0233818631598742,4.896174576708041
2022_2026,2022-01-01,2026-12-31,SPY_ret,regression,fusion_case,34,0.6176470588235294,0.6176470588235294,0.0093519391272908,0.012241443425008,0.9411764705882352,0.04776074901379,0.0482732010203681,0.023880374506895,5.107042332473547
2022_2026,2022-01-01,2026-12-31,UUP_ret,regression,baseline,34,0.4705882352941176,0.4705882352941176,0.0052941896607518,0.0060567516001996,0.9411764705882352,0.0237197503336645,0.0239586224855888,0.0118598751668322,4.4803363410852945
2022_2026,2022-01-01,2026-12-31,UUP_ret,regression,shock_main,34,0.4411764705882353,0.4411764705882353,0.0056059995418076,0.0067300581562097,0.9117647058823528,0.0230461259823358,0.0232872913037181,0.0115230629911679,4.110975359606397
2022_2026,2022-01-01,2026-12-31,UUP_ret,regression,shock_interactions,34,0.4117647058823529,0.4117647058823529,0.0056737985442601,0.0066186739105212,0.9411764705882352,0.0227068366982582,0.0227670722539693,0.0113534183491291,4.0020519800142385
2022_2026,2022-01-01,2026-12-31,UUP_ret,regression,rag_memory,34,0.5588235294117647,0.5588235294117647,0.0051678460596521,0.0059582344996196,0.9411764705882352,0.0232964138681227,0.0244749755656622,0.0116482069340613,4.507954300343576
2022_2026,2022-01-01,2026-12-31,UUP_ret,regression,shock_rag,34,0.4411764705882353,0.4411764705882353,0.0058289580478939,0.0068805007746057,0.9411764705882352,0.0242148401349562,0.0246957011392733,0.0121074200674781,4.154231328479893
2022_2026,2022-01-01,2026-12-31,UUP_ret,regression,case_model,34,0.5882352941176471,0.588235294117647,0.0046704435019579,0.0057244811640519,0.9411764705882352,0.0223705460206025,0.0228059640925318,0.0111852730103012,4.7898119335399505
2022_2026,2022-01-01,2026-12-31,UUP_ret,regression,fusion,34,0.4117647058823529,0.4117647058823529,0.0055317900131273,0.0064797162509873,0.9411764705882352,0.0227845473610308,0.0234549258835171,0.0113922736805154,4.118838080795044
2022_2026,2022-01-01,2026-12-31,UUP_ret,regression,fusion_case,34,0.5588235294117647,0.5588235294117647,0.0050046173099504,0.0060335184460554,0.9411764705882352,0.0208532750679965,0.0213508997691466,0.0104266375339982,4.166807125598788
